,loss_alexnet_train,loss_alexnet_test,acc_alexnet_train,acc_alexnet_test
0,2.033627490168739,1.8945759891652736,0.24434618651866913,0.25782597064971924
1,1.7556076992106397,1.6170103047169795,0.31152626872062683,0.32461056113243103
2,1.4999484467547026,1.4350029586934718,0.3702423870563507,0.3794119954109192
3,1.3640043709103455,1.3271928685052055,0.41241124272346497,0.4194493591785431
4,1.2586384702987932,1.2866767344831609,0.4452361464500427,0.44998401403427124
5,1.1845864938917923,1.2006987033247136,0.47063297033309937,0.47488653659820557
6,1.1274028527066493,1.1643989588938604,0.4917409121990204,0.4949389398097992
7,1.0820160335535898,1.1477025727025505,0.5094254612922668,0.5120559334754944
8,1.0343061504818918,1.1256679791171535,0.5247761607170105,0.5269650220870972
9,1.0001467002311395,1.097668153088109,0.5378530025482178,0.5397042036056519
10,0.95627616353498,1.10859398979719,0.5497749447822571,0.551184892654419
11,0.9303396489896401,1.0845463077227275,0.5604419708251953,0.5617625713348389
12,0.9003451371619405,1.0746503293919725,0.5700998306274414,0.571221113204956
13,0.8683722541116977,1.1160799321674166,0.5789864659309387,0.5797454118728638
14,0.8344166253961534,1.0885768257030823,0.5871056318283081,0.5879742503166199
15,0.8142191690013599,1.0799460869257143,0.5949293971061707,0.5957044959068298
16,0.7919668036892223,1.0479498627234478,0.6020601987838745,0.6027923226356506
17,0.7613589476279953,1.0509607937871193,0.6088782548904419,0.6094951033592224
18,0.7384886234947933,1.0381298835585717,0.6154118776321411,0.6159623265266418
19,0.7199591910514149,1.1004392565513144,0.6215320825576782,0.6219021081924438
20,0.6981545316096668,1.0683753239054259,0.62725430727005,0.62758469581604
21,0.6739189276500293,1.0966268425085106,0.6328200697898865,0.6331226229667664
22,0.6551486880754896,1.1026622709773837,0.6381219625473022,0.6383680105209351
23,0.6281627791297497,1.135600283032372,0.6432459950447083,0.6434373259544373
24,0.6054496081257191,1.1357563774601942,0.6483219861984253,0.6485000252723694
25,0.5896119103216434,1.2370688238111482,0.6531639099121094,0.6532011032104492
26,0.5658239859332421,1.1812389582192817,0.6577295660972595,0.6577781438827515
27,0.5559219158995496,1.1904231200412827,0.6621438264846802,0.6621964573860168
28,0.5418996601230648,1.1397881467326159,0.6664180755615234,0.6664922833442688
29,0.5132586170095804,1.2732083473075815,0.6707128882408142,0.6706941723823547
30,0.49271435764010557,1.2319260146342168,0.6748332977294922,0.6748099327087402
31,0.47576199048016304,1.2205249946944567,0.678886890411377,0.6788336038589478
32,0.46626160955104146,1.2851149026228457,0.6827836632728577,0.6826773285865784
33,0.44190493896222804,1.3053974347049688,0.6866275668144226,0.6865620017051697
34,0.4337628255812435,1.3417779073423268,0.6904141306877136,0.6902867555618286
35,0.42352230326483564,1.4233562913881679,0.6939885020256042,0.6937867999076843
36,0.4047754394490227,1.4054155264581953,0.6974537968635559,0.6972784996032715
37,0.39257629656151977,1.3720272349662521,0.7008907198905945,0.7007316946983337
38,0.37528776124855934,1.4317130592404579,0.7042801380157471,0.7041078209877014
39,0.372141258908496,1.4590062754494804,0.7075430750846863,0.7073379755020142
40,0.35968864851296456,1.39139675323655,0.7106931209564209,0.7105000019073486
41,0.3396731224894727,1.5241356739381544,0.7138311266899109,0.7136195302009583
42,0.3424161966934521,1.572923402397,0.7168189883232117,0.7165439128875732
43,0.3257575190072368,1.5015386152429646,0.7197142243385315,0.7195053696632385
44,0.3238093560304512,1.5165250832531727,0.7226181030273438,0.7223654985427856
45,0.3134978915575822,1.5544276111790922,0.7254184484481812,0.7251498699188232
46,0.3011769896192283,1.5399673305401185,0.7281296849250793,0.7278792858123779
47,0.3013968787947749,1.6065117250494405,0.7307541966438293,0.7304887771606445
48,0.28530354329481644,1.6603646172958166,0.7333571314811707,0.7330756187438965
49,0.28814935417658627,1.673222303390503,0.7358294725418091,0.7355347871780396
