,loss_optimize_vit_train,loss_optimize_vit_test,acc_optimize_vit_train,acc_optimize_vit_test
0,1.963950490423524,1.7833688737583808,0.296795517206192,0.31020522117614746
1,1.7774139096424162,1.7222699162100448,0.3351920247077942,0.3416157066822052
2,1.7088252716210672,1.669669585974038,0.35699227452278137,0.3610501289367676
3,1.6614498602673793,1.6443491971411672,0.3717096149921417,0.37456580996513367
4,1.6185763166547837,1.5672023328794102,0.3836820721626282,0.38604214787483215
5,1.591818562561243,1.5347819620249223,0.39328229427337646,0.3955647349357605
6,1.5590503926577723,1.5248669637303773,0.40246567130088806,0.4042966365814209
7,1.5378041925381558,1.5421611249041396,0.40996912121772766,0.41157543659210205
8,1.5173382273727625,1.5246719778800497,0.4165736436843872,0.41788309812545776
9,1.4992178503861826,1.4696781505532817,0.4224326014518738,0.4238242506980896
10,1.440756532362007,1.4857651984610525,0.4291580021381378,0.4303434491157532
11,1.4176981847168437,1.4174725417377187,0.4353882074356079,0.4365326166152954
12,1.4053349460410096,1.4024399283791886,0.44104617834091187,0.4422253370285034
13,1.3927981187375278,1.4053906023907823,0.44635820388793945,0.4474366009235382
14,1.3810576441137714,1.4046293626837179,0.4512590765953064,0.4521902799606323
15,1.36658159654835,1.3908655781324217,0.4558336138725281,0.45668938755989075
16,1.3647587176482154,1.3928729539014855,0.4597531855106354,0.4604974687099457
17,1.3495636850443162,1.3674321061088925,0.46353286504745483,0.4643465280532837
18,1.3375412410528127,1.3934894905609339,0.46726974844932556,0.4679205119609833
19,1.3311817566824529,1.3420043028130824,0.47067978978157043,0.4713331460952759
20,1.2957344833996267,1.3586363419383563,0.4743008017539978,0.4749829173088074
21,1.2822366313186984,1.3408682297687142,0.4778105318546295,0.47847914695739746
22,1.2818429831548688,1.3412978292322484,0.48114603757858276,0.48171302676200867
23,1.2760072817591224,1.3363076833640637,0.48426932096481323,0.4848514795303345
24,1.2696207772934052,1.3493387326091326,0.48726359009742737,0.4877448081970215
25,1.2618665822116846,1.3398987440024914,0.49000921845436096,0.49048277735710144
26,1.2535116493803475,1.3482078435469647,0.4926867187023163,0.4931449890136719
27,1.2528299273989676,1.3296353010093274,0.4951784908771515,0.49559423327445984
28,1.2441334181181212,1.3167336129006886,0.49757120013237,0.4980156123638153
29,1.2443288907891035,1.3147338726082627,0.4998948872089386,0.5002997517585754
30,1.2229797384198724,1.3214276416772077,0.5022295713424683,0.5026049613952637
31,1.2236078565327841,1.3247513848097145,0.5043731927871704,0.5047327280044556
32,1.2155193185887507,1.3062162658795207,0.5064757466316223,0.5068504214286804
33,1.2155781042027514,1.3089736809535903,0.5084715485572815,0.5088435411453247
34,1.205337703431079,1.331859950711127,0.5104720592498779,0.5107866525650024
35,1.2028374215000939,1.3253430047002779,0.5123197436332703,0.5126118063926697
36,1.1998864197040537,1.3175335035843103,0.5141405463218689,0.5144263505935669
37,1.1966140018411147,1.3078133180027915,0.5159298181533813,0.5161841511726379
38,1.197719395769922,1.3167947701045446,0.5175741910934448,0.517822265625
39,1.1953676627279344,1.3263064910765408,0.5191289186477661,0.519353985786438
40,1.1821486123375835,1.3253849039272385,0.5207192301750183,0.5209331512451172
41,1.180660426819751,1.302958571586479,0.5222472548484802,0.5224893093109131
42,1.1768801605274974,1.2997393454013229,0.5237212181091309,0.5239285826683044
43,1.178815621127465,1.3069756501385954,0.5251079797744751,0.5253105759620667
44,1.178422771990807,1.2989128734789739,0.5265165567398071,0.5267207026481628
45,1.1726226537556623,1.3104809344220323,0.5278803706169128,0.5280629992485046
46,1.1769478369815183,1.2960838809305308,0.5291152596473694,0.5293105840682983
47,1.1728410353246295,1.307984742177587,0.5303449034690857,0.5305421352386475
48,1.1691627929929573,1.313655751903041,0.5315678119659424,0.5317390561103821
49,1.167047989226281,1.2986580194259176,0.5327403545379639,0.5329362750053406
